0.0000,-2.5000,0.0000
0.0000,-2.4991,-0.0654
0.0000,-2.4991,0.0654
0.0000,-2.4966,-0.1308
0.0000,-2.4966,0.1308
0.0000,-2.4923,-0.1961
0.0000,-2.4923,0.1961
0.0000,-2.4863,-0.2613
0.0000,-2.4863,0.2613
0.0000,-2.4786,-0.3263
0.0000,-2.4786,0.3263
0.0000,-2.4692,-0.3911
0.0000,-2.4692,0.3911
0.0000,-2.4581,-0.4556
0.0000,-2.4581,0.4556
0.0000,-2.4454,-0.5198
0.0000,-2.4454,0.5198
0.0000,-2.4309,-0.5836
0.0000,-2.4309,0.5836
0.0000,-2.4148,-0.6470
0.0000,-2.4148,0.6470
0.0000,-2.3970,-0.7100
0.0000,-2.3970,0.7100
0.0000,-2.3776,-0.7725
0.0000,-2.3776,0.7725
0.0000,-2.3566,-0.8345
0.0000,-2.3566,0.8345
0.0000,-2.3340,-0.8959
0.0000,-2.3340,0.8959
0.0000,-2.3097,-0.9567
0.0000,-2.3097,0.9567
0.0000,-2.2839,-1.0168
0.0000,-2.2839,1.0168
0.0000,-2.2565,-1.0763
0.0000,-2.2565,1.0763
0.0000,-2.2275,-1.1350
0.0000,-2.2275,1.1350
0.0000,-2.1970,-1.1929
0.0000,-2.1970,1.1929
0.0000,-2.1651,-1.2500
0.0000,-2.1651,1.2500
0.0000,-2.1316,-1.3062
0.0000,-2.1316,1.3062
0.0000,-2.0967,-1.3616
0.0000,-2.0967,1.3616
0.0000,-2.0603,-1.4160
0.0000,-2.0603,1.4160
0.0000,-2.0225,-1.4695
0.0000,-2.0225,1.4695
0.0000,-1.9834,-1.5219
0.0000,-1.9834,1.5219
0.0000,-1.9429,-1.5733
0.0000,-1.9429,1.5733
0.0000,-1.9010,-1.6236
0.0000,-1.9010,1.6236
0.0000,-1.8579,-1.6728
0.0000,-1.8579,1.6728
0.0000,-1.8134,-1.7209
0.0000,-1.8134,1.7209
0.0000,-1.7678,-1.7678
0.0000,-1.7678,1.7678
0.0000,-1.7209,-1.8134
0.0000,-1.7209,1.8134
0.0000,-1.6728,-1.8579
0.0000,-1.6728,1.8579
0.0000,-1.6236,-1.9010
0.0000,-1.6236,1.9010
0.0000,-1.5733,-1.9429
0.0000,-1.5733,1.9429
0.0000,-1.5219,-1.9834
0.0000,-1.5219,1.9834
0.0000,-1.4695,-2.0225
0.0000,-1.4695,2.0225
0.0000,-1.4160,-2.0603
0.0000,-1.4160,2.0603
0.0000,-1.3616,-2.0967
0.0000,-1.3616,2.0967
0.0000,-1.3062,-2.1316
0.0000,-1.3062,2.1316
0.0000,-1.2500,-2.1651
0.0000,-1.2500,2.1651
0.0000,-1.1929,-2.1970
0.0000,-1.1929,2.1970
0.0000,-1.1350,-2.2275
0.0000,-1.1350,2.2275
0.0000,-1.0763,-2.2565
0.0000,-1.0763,2.2565
0.0000,-1.0168,-2.2839
0.0000,-1.0168,2.2839
0.0000,-0.9567,-2.3097
0.0000,-0.9567,2.3097
0.0000,-0.8959,-2.3340
0.0000,-0.8959,2.3340
0.0000,-0.8345,-2.3566
0.0000,-0.8345,2.3566
0.0000,-0.7725,-2.3776
0.0000,-0.7725,2.3776
0.0000,-0.7100,-2.3970
0.0000,-0.7100,2.3970
0.0000,-0.6470,-2.4148
0.0000,-0.6470,2.4148
0.0000,-0.5836,-2.4309
0.0000,-0.5836,2.4309
0.0000,-0.5198,-2.4454
0.0000,-0.5198,2.4454
0.0000,-0.4556,-2.4581
0.0000,-0.4556,2.4581
0.0000,-0.3911,-2.4692
0.0000,-0.3911,2.4692
0.0000,-0.3263,-2.4786
0.0000,-0.3263,2.4786
0.0000,-0.2613,-2.4863
0.0000,-0.2613,2.4863
0.0000,-0.1961,-2.4923
0.0000,-0.1961,2.4923
0.0000,-0.1308,-2.4966
0.0000,-0.1308,2.4966
0.0000,-0.0654,-2.4991
0.0000,-0.0654,2.4991
0.0000,0.0000,-2.5000
0.0000,0.0000,2.5000
0.0000,0.0654,-2.4991
0.0000,0.0654,2.4991
0.0000,0.1308,-2.4966
0.0000,0.1308,2.4966
0.0000,0.1961,-2.4923
0.0000,0.1961,2.4923
0.0000,0.2613,-2.4863
0.0000,0.2613,2.4863
0.0000,0.3263,-2.4786
0.0000,0.3263,2.4786
0.0000,0.3911,-2.4692
0.0000,0.3911,2.4692
0.0000,0.4556,-2.4581
0.0000,0.4556,2.4581
0.0000,0.5198,-2.4454
0.0000,0.5198,2.4454
0.0000,0.5836,-2.4309
0.0000,0.5836,2.4309
0.0000,0.6470,-2.4148
0.0000,0.6470,2.4148
0.0000,0.7100,-2.3970
0.0000,0.7100,2.3970
0.0000,0.7725,-2.3776
0.0000,0.7725,2.3776
0.0000,0.8345,-2.3566
0.0000,0.8345,2.3566
0.0000,0.8959,-2.3340
0.0000,0.8959,2.3340
0.0000,0.9567,-2.3097
0.0000,0.9567,2.3097
0.0000,1.0168,-2.2839
0.0000,1.0168,2.2839
0.0000,1.0763,-2.2565
0.0000,1.0763,2.2565
0.0000,1.1350,-2.2275
0.0000,1.1350,2.2275
0.0000,1.1929,-2.1970
0.0000,1.1929,2.1970
0.0000,1.2500,-2.1651
0.0000,1.2500,2.1651
0.0000,1.3062,-2.1316
