0.2500,0.2500,0.2500
-10.0000,-2.0000,-2.0000
-10.0000,-2.0000,-1.7500
-10.0000,-2.0000,-1.5000
-10.0000,-2.0000,-1.2500
-10.0000,-2.0000,-1.0000
-10.0000,-2.0000,-0.7500
-10.0000,-2.0000,-0.5000
-10.0000,-2.0000,-0.2500
-10.0000,-2.0000,0.0000
-10.0000,-2.0000,0.2500
-10.0000,-2.0000,0.5000
-10.0000,-2.0000,0.7500
-10.0000,-2.0000,1.0000
-10.0000,-2.0000,1.2500
-10.0000,-2.0000,1.5000
-10.0000,-2.0000,1.7500
-10.0000,-2.0000,2.0000
-10.0000,-1.7500,-2.0000
-10.0000,-1.7500,2.0000
-10.0000,-1.5000,-2.0000
-10.0000,-1.5000,2.0000
-10.0000,-1.2500,-2.0000
-10.0000,-1.2500,2.0000
-10.0000,-1.0000,-2.0000
-10.0000,-1.0000,2.0000
-10.0000,-0.7500,-2.0000
-10.0000,-0.7500,2.0000
-10.0000,-0.5000,-2.0000
-10.0000,-0.5000,2.0000
-10.0000,-0.2500,-2.0000
-10.0000,-0.2500,2.0000
-10.0000,0.0000,-2.0000
-10.0000,0.0000,2.0000
-10.0000,0.2500,-2.0000
-10.0000,0.2500,2.0000
-10.0000,0.5000,-2.0000
-10.0000,0.5000,2.0000
-10.0000,0.7500,-2.0000
-10.0000,0.7500,2.0000
-10.0000,1.0000,-2.0000
-10.0000,1.0000,2.0000
-10.0000,1.2500,-2.0000
-10.0000,1.2500,2.0000
-10.0000,1.5000,-2.0000
-10.0000,1.5000,2.0000
-10.0000,1.7500,-2.0000
-10.0000,1.7500,2.0000
-10.0000,2.0000,-2.0000
-10.0000,2.0000,-1.7500
-10.0000,2.0000,-1.5000
-10.0000,2.0000,-1.2500
-10.0000,2.0000,-1.0000
-10.0000,2.0000,-0.7500
-10.0000,2.0000,-0.5000
-10.0000,2.0000,-0.2500
-10.0000,2.0000,0.0000
-10.0000,2.0000,0.2500
-10.0000,2.0000,0.5000
-10.0000,2.0000,0.7500
-10.0000,2.0000,1.0000
-10.0000,2.0000,1.2500
-10.0000,2.0000,1.5000
-10.0000,2.0000,1.7500
-10.0000,2.0000,2.0000
-9.7500,-2.0000,-2.0000
-9.7500,-2.0000,-1.7500
-9.7500,-2.0000,-1.5000
-9.7500,-2.0000,-1.2500
-9.7500,-2.0000,-1.0000
-9.7500,-2.0000,-0.7500
-9.7500,-2.0000,-0.5000
-9.7500,-2.0000,-0.2500
-9.7500,-2.0000,0.0000
-9.7500,-2.0000,0.2500
-9.7500,-2.0000,0.5000
-9.7500,-2.0000,0.7500
-9.7500,-2.0000,1.0000
-9.7500,-2.0000,1.2500
-9.7500,-2.0000,1.5000
-9.7500,-2.0000,1.7500
-9.7500,-2.0000,2.0000
-9.7500,-1.7500,-2.0000
-9.7500,-1.7500,2.0000
-9.7500,-1.5000,-2.0000
-9.7500,-1.5000,2.0000
-9.7500,-1.2500,-2.0000
-9.7500,-1.2500,2.0000
-9.7500,-1.0000,-2.0000
-9.7500,-1.0000,2.0000
-9.7500,-0.7500,-2.0000
-9.7500,-0.7500,2.0000
-9.7500,-0.5000,-2.0000
-9.7500,-0.5000,2.0000
-9.7500,-0.2500,-2.0000
-9.7500,-0.2500,2.0000
-9.7500,0.0000,-2.0000
-9.7500,0.0000,2.0000
-9.7500,0.2500,-2.0000
-9.7500,0.2500,2.0000
-9.7500,0.5000,-2.0000
